episode,avg_crb,avg_pd,avg_reward,uav_1/adv_max,uav_1/adv_mean,uav_1/adv_std,uav_1/approx_kl,uav_1/entropy,uav_1/grad_norm,uav_1/output_bias_norm,uav_1/output_weight_g,uav_1/output_weight_norm,uav_1/output_weight_v_norm,uav_1/policy_loss,uav_1/pre_tanh_max,uav_1/pre_tanh_mean,uav_1/pre_tanh_std,uav_1/reward_mean,uav_1/reward_std,uav_1/value_loss,uav_2/adv_max,uav_2/adv_mean,uav_2/adv_std,uav_2/approx_kl,uav_2/entropy,uav_2/grad_norm,uav_2/output_bias_norm,uav_2/output_weight_g,uav_2/output_weight_norm,uav_2/output_weight_v_norm,uav_2/policy_loss,uav_2/pre_tanh_max,uav_2/pre_tanh_mean,uav_2/pre_tanh_std,uav_2/reward_mean,uav_2/reward_std,uav_2/value_loss
11,0.4216034517080286,0.8909375,-0.05107471255327907,2.10314679145813,-1.0384246706962585e-07,2.55509877204895,0.0,2.8497304677963258,16.89618511199951,0.008952051401138306,0.015831608325242996,0.022720634937286377,0.0494517982006073,1.0258518159389496e-07,2.4898617267608643,0.8099621931323782,0.982287715151805,0.44386613368988037,0.4873157739639282,19.895477294921875,1.9933996200561523,1.6158446669578552e-07,2.3510959148406982,0.0,2.841305899620056,14.198145961761474,0.015480606816709042,0.021116357296705246,0.029939444735646248,0.04450908303260803,-1.6363337635993956e-07,4.168306350708008,0.9203712975606322,1.12298014856157,0.4309717118740082,0.4881613254547119,17.042363739013673
12,2452.8562014054723,0.57,-0.4872697393187341,2.079155206680298,8.917413651943207e-08,2.4795985221862793,0.0,2.85464608669281,11.357195281982422,0.00727428775280714,0.015170563012361526,0.022249286994338036,0.05749984458088875,-1.0617077350616455e-07,2.191044330596924,0.8779223361983896,0.9993514077339128,0.3479391038417816,0.5490671396255493,11.806357955932617,1.8418289422988892,-1.6996636986732483e-07,2.5617475509643555,0.0,2.8447913408279417,12.878293991088867,0.01737777702510357,0.02332858368754387,0.033022936433553696,0.05154191330075264,1.723412424325943e-07,2.5054454803466797,0.7629482506541535,0.9362821522563982,0.41212019324302673,0.5229997634887695,15.666807556152344
13,18.058155547032914,0.9665624999999999,-0.15065324492779741,2.072277069091797,-8.638016879558563e-08,3.0794436931610107,0.0,2.8561332702636717,7.333005905151367,0.007917470298707485,0.015838779509067535,0.023989809677004814,0.06477289646863937,8.707866072654724e-08,3.561751365661621,0.7949639488826505,0.9803693210954972,0.34379512071609497,0.5787266492843628,11.508407878875733,1.9437869787216187,-2.421438694000244e-08,2.324092388153076,0.0,2.845279598236084,5.358556413650513,0.01708948239684105,0.024879980832338333,0.03519095480442047,0.059370435774326324,2.812594175338745e-08,2.7145872116088867,0.9739257484674454,1.167628338951916,0.33066028356552124,0.5798923969268799,7.19600739479065
14,2.7259424200493485,0.9175000000000001,0.2053716044061637,1.7000453472137451,-8.707866072654724e-08,2.458400249481201,0.0,2.8545162677764893,7.295377731323242,0.011543823406100273,0.01829344965517521,0.028094522655010223,0.0738464891910553,9.019859135150909e-08,2.430417060852051,0.890683979075402,1.099424773974375,0.3612351715564728,0.5488613843917847,8.730822086334229,2.1828713417053223,1.1920928955078125e-07,1.8652116060256958,0.0,2.8478785276412966,7.340391349792481,0.019758906215429306,0.026858720928430557,0.03804008662700653,0.06839708238840103,-1.149950549006462e-07,3.375744581222534,0.8027234690263867,1.0051729097429942,0.3350878059864044,0.5577841997146606,7.164484119415283
15,37.228236566221334,0.829375,-0.09904459387874351,1.9395970106124878,-9.685754776000977e-08,2.400347948074341,0.0,2.851328730583191,1.2332743227481842,0.017350247129797935,0.021878184750676155,0.03376970812678337,0.08559128642082214,9.639188647270203e-08,2.814171552658081,0.8503439577762038,1.0642958082488945,0.32405784726142883,0.5621493458747864,6.097962856292725,1.9277119636535645,-5.21540641784668e-08,2.0122687816619873,0.0,2.850345730781555,1.9577460765838623,0.023882316425442696,0.030225709080696106,0.04304948076605797,0.08169403672218323,5.550682544708252e-08,2.80312442779541,0.9388579511782155,1.191604249199408,0.3203323483467102,0.6014530062675476,4.979632616043091
16,0.0773688075909386,0.9581250000000001,0.7296927621660897,2.0065865516662598,2.1420419216156006e-08,2.4163827896118164,0.0,2.8514315843582154,3.4324626445770265,0.023103367537260056,0.02310999482870102,0.03852934017777443,0.0947190448641777,-1.816079020500183e-08,4.114470958709717,0.954009103635326,1.1996640707774142,0.30350279808044434,0.6149333715438843,6.076430702209473,1.9739799499511719,5.820766091346741e-08,2.0733072757720947,0.0,2.8541670560836794,1.5004227876663208,0.028036827221512794,0.03516592085361481,0.050021227449178696,0.0921044573187828,-4.7497451305389404e-08,3.040304183959961,0.8085228397045284,1.0159890615671603,0.337907075881958,0.5239747762680054,5.170290756225586
17,2.6553941133191223,0.7237500000000001,0.04650495499203198,1.9159446954727173,2.514570951461792e-08,2.5545454025268555,0.0,2.853996253013611,1.066062217950821,0.02916979417204857,0.025516759604215622,0.044132743030786514,0.10288868844509125,-2.3469328880310058e-08,2.086343288421631,0.7033042120281607,0.8766838116397234,0.3418738543987274,0.5524333715438843,6.633231544494629,1.965941071510315,4.842877388000488e-08,2.1531007289886475,0.0,2.853572678565979,1.0845449090003967,0.028528306633234024,0.034215155988931656,0.04903215542435646,0.09808654338121414,-4.7031790018081665e-08,2.3543365001678467,0.9433581313467585,1.1109811386341386,0.3115905523300171,0.6148173213005066,5.1974334716796875
18,0.09318045219657027,0.4828125,0.2548632017353542,1.89539635181427,6.51925802230835e-09,1.5390516519546509,0.0,2.8540978908538817,1.1872373938560485,0.035015739500522614,0.029062028974294662,0.050507038831710815,0.10817889869213104,-4.097819328308106e-09,2.3073208332061768,0.8001647548750043,0.9639452058537622,0.31651580333709717,0.5745992660522461,3.061716818809509,2.230724573135376,3.119930624961853e-08,1.9549108743667603,0.0,2.850932550430298,3.549429678916931,0.03226540610194206,0.036040887236595154,0.052264925092458725,0.11120733618736267,-3.427267074584961e-08,2.693136692047119,0.8483046747394838,1.0627333648600883,0.25590741634368896,0.585534930229187,4.486268663406372
19,59.894006735055484,0.881875,0.2101912460779661,2.166923761367798,-1.1827796697616577e-07,2.0569419860839844,0.0,2.850110173225403,0.9174736201763153,0.040137600153684616,0.03277619555592537,0.05603384971618652,0.11559116840362549,1.1902302503585815e-07,2.6087985038757324,0.8210064053186216,1.0395213018603824,0.30564218759536743,0.5873427987098694,4.099472284317017,1.9633619785308838,4.889443516731262e-08,1.995678424835205,0.0,2.851811385154724,1.6800767064094544,0.03468254953622818,0.037844471633434296,0.05512761324644089,0.12294132262468338,-4.76837158203125e-08,3.0298373699188232,0.8464489457663149,1.0682617162118737,0.328252911567688,0.573013961315155,4.548806762695312
20,10.547432349932691,0.9103125000000001,0.47624709135286736,2.461792230606079,-8.475035429000854e-08,1.912613868713379,0.0,2.8456533193588256,2.649981427192688,0.039962753653526306,0.03360486775636673,0.05708231031894684,0.12018502503633499,8.705537766218185e-08,2.497483491897583,0.8243096031015739,1.0332032092679337,0.32238253951072693,0.5684974193572998,4.291225481033325,1.705164909362793,9.313225746154785e-09,2.2767624855041504,0.0,2.85512638092041,3.3344170808792115,0.03805961832404137,0.039788007736206055,0.058378107845783234,0.1275855302810669,-1.30385160446167e-08,2.245882749557495,0.8401321369688958,0.9960896509480066,0.33216190338134766,0.5854063630104065,6.198467016220093
21,0.09322479889919881,0.7159375,0.4939829715552319,1.87722909450531,-1.3969838619232178e-08,2.382883310317993,0.0,2.8447497367858885,2.280906558036804,0.03870146721601486,0.034560348838567734,0.057014212012290955,0.1303100287914276,1.2293457984924316e-08,3.3925528526306152,0.8883660691790283,1.1253691237807193,0.28551551699638367,0.553050696849823,6.1002579689025875,2.3437888622283936,-5.029141902923584e-08,2.4443488121032715,0.0,2.855616879463196,1.0033472001552581,0.04038025066256523,0.042074792087078094,0.06176236271858215,0.13106617331504822,5.098991096019745e-08,2.438046455383301,0.7913904883433134,0.9479100651895186,0.3431124985218048,0.5798165798187256,6.299600505828858
22,0.851235610136737,0.8612500000000001,0.7002622108545348,2.6361958980560303,-1.1175870895385742e-07,2.188289165496826,0.0,2.8427095651626586,6.700510501861572,0.039009083062410355,0.03534382954239845,0.05768432840704918,0.137179434299469,1.1026859283447266e-07,2.3231709003448486,0.7832987506408244,0.948493707869554,0.3736812472343445,0.5565570592880249,6.637061691284179,2.1882972717285156,6.705522537231445e-08,1.9980169534683228,0.0,2.852826476097107,2.052444005012512,0.04302136227488518,0.045350514352321625,0.06630886346101761,0.13453327119350433,-6.817281246185303e-08,2.5809266567230225,0.8504972137045115,0.9815099940725942,0.36830753087997437,0.5288009643554688,4.468551063537598
23,0.5718113008428509,0.9184375000000001,0.3319457880504285,2.059238910675049,-1.3224780559539795e-07,2.3595192432403564,0.0,2.841080117225647,2.3415282368659973,0.04022457078099251,0.03557305783033371,0.05855827406048775,0.14202505350112915,1.2591481208801268e-07,2.537747383117676,0.7275624005589634,0.8953066018095973,0.3421551585197449,0.573223888874054,5.624985551834106,2.071323871612549,7.916241884231567e-08,1.7354761362075806,0.0,2.85069854259491,4.364791488647461,0.0439467616379261,0.04726456105709076,0.06862097233533859,0.137774258852005,-8.044298738241196e-08,2.570326089859009,0.7623296245932579,1.015498911949674,0.3726736605167389,0.5379879474639893,3.9407588243484497
24,0.01503439948814812,0.7575000000000001,0.8575859690819172,2.410790205001831,2.6263296604156494e-07,1.7568997144699097,0.0,2.840755748748779,1.5723280727863311,0.041977591812610626,0.03437386080622673,0.05920761451125145,0.14784586429595947,-2.6244670152664186e-07,2.780254364013672,0.8793870519264602,0.9771218086982528,0.340331107378006,0.5460385084152222,3.747237038612366,2.395329236984253,1.4901161193847656e-08,2.0973098278045654,0.0,2.850417470932007,1.310206401348114,0.04343815892934799,0.04835271090269089,0.0696074366569519,0.14036999642848969,-1.902226358652115e-08,3.583012819290161,0.8315852574072778,1.0149552964109132,0.3554436266422272,0.5409993529319763,5.074643135070801
25,0.04401991271200927,0.7737499999999999,0.755254142868524,2.573690414428711,-3.110617399215698e-07,1.7800506353378296,0.0,2.8440867185592653,3.759857249259949,0.04404278099536896,0.03500017523765564,0.06081352010369301,0.15237334370613098,3.0547380447387695e-07,2.1752023696899414,0.7399594956077635,0.9020766546245106,0.35284489393234253,0.5807725787162781,3.72292845249176,1.721815586090088,-1.862645149230957e-08,2.092155694961548,0.0,2.8496503114700316,1.3731343507766725,0.043036989867687225,0.046308089047670364,0.06700833141803741,0.14209814369678497,1.9371509552001954e-08,2.071826696395874,0.6767496446613223,0.8538650921643534,0.36317846179008484,0.5637603402137756,5.020549488067627
26,0.10437208410620262,0.8765625,0.6456953865108651,2.056678295135498,-5.168840289115906e-08,2.051588535308838,0.0,2.844668245315552,1.2850904881954193,0.04593941569328308,0.03705959767103195,0.06283017247915268,0.15469388663768768,5.0780363380908965e-08,2.150546073913574,0.7069392338395118,0.8753725289566638,0.39527249336242676,0.5424296259880066,4.819409418106079,1.997481346130371,5.587935447692871e-08,2.0562307834625244,0.0,2.8518489599227905,3.3848453044891356,0.04477819800376892,0.04544151574373245,0.06630165129899979,0.14660458266735077,-5.192123353481293e-08,3.119171380996704,0.8161299446132034,1.0181732737780205,0.38582101464271545,0.534096896648407,4.467904376983642
27,0.12649597456472297,0.8509374999999999,0.4249225406116911,2.518399953842163,1.210719347000122e-07,2.2818551063537598,0.0,2.83894202709198,1.263000762462616,0.04899495840072632,0.039918139576911926,0.06644976139068604,0.15607240796089172,-1.2952368706464766e-07,2.8685665130615234,0.9498526923824102,1.141763860052918,0.4012896716594696,0.5375675559043884,5.221798372268677,1.739271640777588,-4.190951585769653e-08,2.2730729579925537,0.0,2.8535822153091432,1.1434419274330139,0.04610559716820717,0.04558224976062775,0.06677472591400146,0.15144874155521393,3.748573362827301e-08,2.504021406173706,0.8383388014510273,1.0441357985982793,0.3958030343055725,0.5015054941177368,5.372289037704467
28,0.021684401562899587,0.98125,0.9381118274413668,2.143122434616089,-8.195638656616211e-08,2.1523733139038086,0.0,2.833906960487366,3.699367308616638,0.05243717506527901,0.04155663028359413,0.06961174309253693,0.1587497889995575,7.958151400089264e-08,2.7322306632995605,0.8767694716574624,1.0300217155324292,0.4611773192882538,0.6025733351707458,5.019989538192749,2.0183277130126953,-1.0710209608078003e-07,2.2269606590270996,0.0,2.854188060760498,3.044320225715637,0.04526670277118683,0.04537522792816162,0.06611990183591843,0.15299032628536224,1.050066202878952e-07,2.598296880722046,0.8563035677187145,1.016029442712157,0.4622616171836853,0.5107713341712952,5.276211833953857
29,0.07809533730822957,0.9084375,0.49803362401851475,2.185091733932495,-1.0104849934577942e-07,2.061663866043091,0.0,2.83168306350708,3.229833388328552,0.05513056740164757,0.042075540870428085,0.0717182382941246,0.1615062952041626,1.0090880095958709e-07,2.2481284141540527,0.7791370552033186,0.9334488099909368,0.43035608530044556,0.5045507550239563,4.8201375007629395,2.189403533935547,2.505257725715637e-07,2.22282075881958,0.0,2.8536505460739137,3.132045102119446,0.045467253774404526,0.04612080752849579,0.06672833114862442,0.1539747416973114,-2.4409964680671694e-07,2.586561441421509,0.783048607967794,0.9158189958699501,0.3884965479373932,0.5275061726570129,5.444087743759155
30,0.44129540307535986,0.7634375,0.1969165159126743,2.1491377353668213,-9.592622518539429e-08,2.1072988510131836,0.0,2.829793357849121,1.027985417842865,0.057666629552841187,0.04319420084357262,0.07431302219629288,0.16311025619506836,9.145587682723999e-08,3.9495038986206055,0.8757937323651277,1.1042315343073525,0.3928964138031006,0.5655032992362976,4.719270038604736,2.1016592979431152,1.5599653124809265e-08,2.22961163520813,0.0,2.8525148391723634,2.8322879314422607,0.04646081104874611,0.04738110676407814,0.06817042082548141,0.15516480803489685,-2.0349398255348207e-08,2.1873059272766113,0.7640886884182692,0.93601659932547,0.4412221908569336,0.4868251383304596,5.091696834564209
31,5.755812036775202,0.9478125000000001,0.4200907703488916,2.2168118953704834,-6.891787052154541e-08,1.842165470123291,0.0,2.8277863264083862,4.120064449310303,0.06338997185230255,0.044863510876894,0.08006169646978378,0.16853441298007965,7.14324414730072e-08,2.1800732612609863,0.841227768897079,0.9953499654510287,0.36971744894981384,0.5084663033485413,3.964946913719177,1.6650158166885376,-1.9744038581848145e-07,2.842357873916626,0.0,2.8519282817840574,1.3383668661117554,0.047786079347133636,0.04921809583902359,0.07036401331424713,0.15649230778217316,1.9755680114030838e-07,2.43746280670166,0.8397513183765113,0.9952143397561338,0.42378413677215576,0.49950963258743286,7.699382019042969
32,38.90623684029488,0.975,0.03674712630317946,1.5748591423034668,-2.230517566204071e-07,2.190216541290283,0.0,2.8269726514816282,8.909387683868408,0.06757433712482452,0.045780524611473083,0.084223173558712,0.17480340600013733,2.15042382478714e-07,2.2390682697296143,0.71467674234882,0.8644041655603626,0.4210866689682007,0.5356595516204834,6.969270896911621,2.0323591232299805,1.601874828338623e-07,2.132031202316284,0.0,2.8491596937179566,2.511565887928009,0.050090234726667404,0.05021882802248001,0.0721302404999733,0.15979643166065216,-1.5744008123874665e-07,2.8460092544555664,0.8250454209744931,1.0057391680750187,0.39517685770988464,0.5457236170768738,4.919374990463257
33,7.638467545983431,0.9365625,0.12557479943069585,1.958672285079956,-2.3283064365386963e-08,2.2447669506073,0.0,2.8269387245178224,4.352945709228516,0.06895308196544647,0.04602707922458649,0.08560843020677567,0.17802436649799347,1.9674189388751984e-08,1.835881233215332,0.7805223730392754,0.9190756556500995,0.4053489565849304,0.5878247618675232,5.718797969818115,2.1015195846557617,-1.2945383787155151e-07,2.2461891174316406,0.0,2.8478375673294067,3.7261362314224242,0.05195477232336998,0.05056285858154297,0.07329055666923523,0.16327284276485443,1.2987293303012847e-07,2.431985378265381,0.7994732327759266,0.9530878038117642,0.37120747566223145,0.5081546306610107,5.501713466644287
34,0.05245039578509606,0.89375,0.9731302003770363,1.6119897365570068,2.8870999813079834e-08,2.603797674179077,0.0,2.8274739265441893,5.597903680801392,0.06908275187015533,0.04607157036662102,0.08573272824287415,0.1796456128358841,-3.115274012088776e-08,2.897263765335083,0.822954466752708,1.0043913260501878,0.4761439561843872,0.5189396739006042,7.56244215965271,1.7889933586120605,-1.2386590242385864e-07,2.4556522369384766,0.0,2.8464076995849608,1.6557032823562623,0.052454445511102676,0.050231873989105225,0.07340511679649353,0.16565829515457153,1.2423843145370484e-07,2.2208006381988525,0.7016927532851696,0.8372892019558698,0.37363624572753906,0.5306714177131653,6.148908090591431
35,0.02663310869909082,0.9875,0.9325229820999532,1.9847759008407593,-3.4458935260772705e-08,2.858944892883301,0.0,2.826836276054382,2.4531744480133058,0.06923603266477585,0.046367380768060684,0.08587070554494858,0.18043828010559082,2.7148053050041197e-08,3.396430730819702,0.8816853906610049,1.0798488314042547,0.40254729986190796,0.5870444774627686,8.579742431640625,2.0502681732177734,-6.05359673500061e-09,2.642101764678955,0.0,2.846598815917969,2.613386106491089,0.053234606981277466,0.050087109208106995,0.07408814132213593,0.16690291464328766,2.468004822731018e-09,2.3594768047332764,0.7756100498139858,0.9475784527281452,0.3688609004020691,0.5725589990615845,7.370574903488159
36,105.52415895893209,0.8856249999999999,-0.18240231043576238,2.294585704803467,-1.0943040251731873e-07,1.8976380825042725,0.0,2.825003170967102,6.644954824447632,0.07038459181785583,0.04736639931797981,0.08696760982275009,0.18145865201950073,1.082196831703186e-07,2.969627618789673,0.8807392886374146,1.0285926098655118,0.37475699186325073,0.551259458065033,4.838932847976684,1.8637994527816772,-2.0279549062252045e-07,2.3451952934265137,0.0,2.848045587539673,1.1282679259777069,0.054133616387844086,0.05022352933883667,0.07507766783237457,0.16847333312034607,2.0721927285194397e-07,2.869642972946167,0.7337368394713849,0.9030558426134292,0.4046342074871063,0.5575686693191528,5.370072269439698
37,20.491651463094236,0.9290624999999999,0.3102049957689535,1.6690020561218262,9.406358003616333e-08,2.473034143447876,0.0,2.8239016056060793,2.0986005902290343,0.07171870023012161,0.048402223736047745,0.08828553557395935,0.18298225104808807,-9.683426469564437e-08,2.719834566116333,0.7563690668903291,0.9276114713632053,0.4393428564071655,0.5040599703788757,6.556439590454102,1.9341343641281128,-1.0710209608078003e-08,2.604438066482544,0.0,2.8520033836364744,0.9964755177497864,0.05303080752491951,0.049671463668346405,0.07381626218557358,0.1702772080898285,1.6763806343078614e-09,2.7829630374908447,0.8185102006420493,1.0381420342214678,0.46860697865486145,0.5402112603187561,6.873564863204956
38,0.3686217619566188,0.6728125,0.17322391253828587,2.671032667160034,-4.470348358154297e-08,2.0071563720703125,0.0,2.8233158588409424,4.664533615112305,0.0730721727013588,0.04918535426259041,0.08945131301879883,0.18369637429714203,5.511101335287094e-08,2.721153736114502,0.8961838623858057,1.1222875482260486,0.4146870970726013,0.5364094972610474,4.548521566390991,2.055845260620117,6.146728992462158e-08,2.3854713439941406,0.0,2.8515909910202026,2.7074303150177004,0.05515052750706673,0.051145002245903015,0.07614990323781967,0.17216186225414276,-6.100162863731384e-08,3.0673985481262207,0.7820389044471086,0.9563331626825106,0.41816246509552,0.5484079718589783,5.854503631591797
39,0.6641862762930578,0.7378125000000001,0.4570656403647206,1.9837102890014648,-4.6566128730773926e-09,2.508286476135254,0.0,2.8228082418441773,0.9293716549873352,0.07399038970470428,0.0495254322886467,0.09006741642951965,0.18504464626312256,1.3061799108982087e-08,2.756535291671753,0.8489358758088201,1.0569974130177782,0.3670254349708557,0.565811038017273,6.5284069061279295,1.868221402168274,-8.242204785346985e-08,2.3975234031677246,0.0,2.849026322364807,1.0931268811225892,0.057671014219522476,0.05268210917711258,0.07884712517261505,0.1744324117898941,8.819624781608582e-08,3.0117805004119873,0.8644994365051388,1.0009871873484888,0.39133381843566895,0.598383367061615,5.959921932220459
40,16.50544004064545,0.5878125,-0.21711520567265277,2.0839192867279053,3.119930624961853e-08,2.4113755226135254,0.0,2.821234631538391,2.486826252937317,0.07540776580572128,0.04879515618085861,0.0914308950304985,0.18887944519519806,-2.6728957891464233e-08,2.33017897605896,0.7778942444943823,0.9747180321959735,0.4186972975730896,0.5484274625778198,5.876947736740112,1.8190500736236572,-9.12696123123169e-08,2.423126220703125,0.0,2.8468068122863768,3.3615616083145143,0.0579213947057724,0.05219787359237671,0.07844995707273483,0.17704756557941437,9.248033165931701e-08,2.9566214084625244,0.812416068976745,1.010264599624097,0.3776150941848755,0.5597156882286072,6.166374063491821
41,1.0020312846823785,0.9259375000000001,0.21447714390003228,1.9872220754623413,-3.166496753692627e-08,2.129779100418091,0.0,2.8214941024780273,2.6318723440170286,0.07698477804660797,0.04901237040758133,0.09331078827381134,0.19366256892681122,2.644956111907959e-08,2.8726680278778076,0.7973356840666384,0.9717782555445316,0.3821835219860077,0.5285174250602722,4.546796178817749,2.0201256275177,-2.1047890186309814e-07,2.340148687362671,0.0,2.847383642196655,3.450982904434204,0.05745115503668785,0.05104870721697807,0.07699096947908401,0.18096065521240234,2.0759180188179017e-07,2.3820860385894775,0.8248019389808178,1.0041801135056356,0.4015141427516937,0.5135243535041809,5.622589588165283
42,19.932034007470687,0.5740625,0.035294907285589906,2.1200926303863525,1.9837170839309692e-07,1.782883644104004,0.0,2.823220729827881,3.0597698211669924,0.07774519175291061,0.0493173822760582,0.09427813440561295,0.19667930901050568,-2.0116567611694336e-07,2.169020175933838,0.7450125223957003,0.890895450382933,0.38235414028167725,0.5498009920120239,3.7545884609222413,1.7497326135635376,5.774199962615967e-08,2.453989267349243,0.0,2.848912739753723,2.6842299580574034,0.05672387406229973,0.05039523169398308,0.07596547156572342,0.18311293423175812,-5.653128027915955e-08,2.765965223312378,0.8165017793420702,1.0016409231298395,0.3693739175796509,0.5652827620506287,6.249277353286743
43,0.08040765432310867,0.66875,0.6763266323792176,1.804627776145935,-1.0011717677116394e-07,2.4104902744293213,0.0,2.824118733406067,7.540450572967529,0.07907845079898834,0.05038261413574219,0.09566184878349304,0.19806523621082306,9.420327842235566e-08,2.334291696548462,0.7617355528753251,0.932155208306332,0.4174811840057373,0.5183237195014954,7.220098876953125,3.0721771717071533,-9.313225746154785e-10,2.4089086055755615,0.0,2.8504971504211425,4.852871441841126,0.05579185113310814,0.04994960501790047,0.07505333423614502,0.18407738208770752,1.0244548320770264e-08,2.1917665004730225,0.7429952384904027,0.9133876501811716,0.313157856464386,0.590043306350708,6.425904226303101
44,2.7747603562847676,0.9403124999999999,0.46190661649236675,1.7417709827423096,4.563480615615845e-08,2.092418670654297,0.0,2.8235705137252807,0.5991956681013108,0.0805552527308464,0.05156350135803223,0.0970396101474762,0.19867205619812012,-5.36732841283083e-08,3.560718297958374,0.9455356591381132,1.1827998994299802,0.372561514377594,0.5633993148803711,4.427242469787598,2.1790361404418945,-1.9604340195655823e-07,2.083054780960083,0.0,2.851244878768921,0.8163377404212951,0.05541738495230675,0.04996863752603531,0.07484868913888931,0.1846458911895752,1.9147992134094238e-07,2.4223363399505615,0.8530969534302131,1.065808918942616,0.3583059310913086,0.49695494771003723,4.355145263671875
45,0.10140259988391165,0.8765625,0.5328189472378121,2.068956136703491,-8.521601557731628e-08,2.1274285316467285,0.0,2.8230956554412843,0.5758771598339081,0.08377910405397415,0.05301634594798088,0.0994933545589447,0.20062114298343658,7.897615432739258e-08,2.7619733810424805,0.8932001463603229,1.1294851967594968,0.4364592432975769,0.49274685978889465,4.455588960647583,2.2511589527130127,9.546056389808655e-08,2.260688543319702,0.0,2.8515623092651365,4.972749805450439,0.05356913059949875,0.05006963759660721,0.07443013787269592,0.18540668487548828,-8.69855284690857e-08,2.573087692260742,0.7781974071636796,0.9635955301057879,0.3945262134075165,0.5353010296821594,5.941726112365723
